instant,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
304,winter,2011,1,14,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1
305,winter,2011,1,14,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1
306,winter,2011,1,14,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8
307,winter,2011,1,14,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17
308,winter,2011,1,14,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70
309,winter,2011,1,14,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158
310,winter,2011,1,14,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117
311,winter,2011,1,14,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44
312,winter,2011,1,14,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53
313,winter,2011,1,14,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61
314,winter,2011,1,14,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77
315,winter,2011,1,14,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64
316,winter,2011,1,14,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68
317,winter,2011,1,14,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90
318,winter,2011,1,14,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159
319,winter,2011,1,14,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139
320,winter,2011,1,14,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92
321,winter,2011,1,14,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68
322,winter,2011,1,14,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52
323,winter,2011,1,14,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36
324,winter,2011,1,14,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27
325,winter,2011,1,15,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28
326,winter,2011,1,15,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20
327,winter,2011,1,15,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12
328,winter,2011,1,15,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8
329,winter,2011,1,15,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5
330,winter,2011,1,15,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1
331,winter,2011,1,15,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3
332,winter,2011,1,15,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10
333,winter,2011,1,15,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23
334,winter,2011,1,15,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33
335,winter,2011,1,15,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59
336,winter,2011,1,15,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72
337,winter,2011,1,15,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89
338,winter,2011,1,15,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101
339,winter,2011,1,15,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118
340,winter,2011,1,15,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129
341,winter,2011,1,15,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128
342,winter,2011,1,15,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83
343,winter,2011,1,15,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84
344,winter,2011,1,15,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74
345,winter,2011,1,15,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41
346,winter,2011,1,15,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57
347,winter,2011,1,15,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26
348,winter,2011,1,15,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44
349,winter,2011,1,16,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39
350,winter,2011,1,16,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23
351,winter,2011,1,16,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16
352,winter,2011,1,16,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15
353,winter,2011,1,16,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1
354,winter,2011,1,16,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2
355,winter,2011,1,16,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1
356,winter,2011,1,16,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3
357,winter,2011,1,16,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18
358,winter,2011,1,16,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32
359,winter,2011,1,16,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79
360,winter,2011,1,16,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93
361,winter,2011,1,16,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104
362,winter,2011,1,16,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118
363,winter,2011,1,16,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91
364,winter,2011,1,16,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113
365,winter,2011,1,16,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99
366,winter,2011,1,16,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105
367,winter,2011,1,16,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67
368,winter,2011,1,16,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61
369,winter,2011,1,16,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57
370,winter,2011,1,16,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28
371,winter,2011,1,16,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21
372,winter,2011,1,16,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18
373,winter,2011,1,17,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17
374,winter,2011,1,17,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16
375,winter,2011,1,17,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8
376,winter,2011,1,17,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2
377,winter,2011,1,17,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3
378,winter,2011,1,17,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1
379,winter,2011,1,17,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5
380,winter,2011,1,17,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13
381,winter,2011,1,17,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33
382,winter,2011,1,17,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47
383,winter,2011,1,17,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57
384,winter,2011,1,17,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64
385,winter,2011,1,17,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80
386,winter,2011,1,17,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93
387,winter,2011,1,17,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86
388,winter,2011,1,17,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93
389,winter,2011,1,17,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82
390,winter,2011,1,17,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71
391,winter,2011,1,17,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92
392,winter,2011,1,17,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60
393,winter,2011,1,17,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33
394,winter,2011,1,17,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27
395,winter,2011,1,17,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13
396,winter,2011,1,17,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4
397,winter,2011,1,18,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3
398,winter,2011,1,18,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22
399,winter,2011,1,18,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28
400,winter,2011,1,18,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35
401,winter,2011,1,18,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61
402,winter,2011,1,18,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125
403,winter,2011,1,18,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133
404,winter,2011,1,18,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99
405,winter,2011,1,18,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83
406,winter,2011,1,18,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41
407,winter,2011,1,18,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33
408,winter,2011,1,18,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20
409,winter,2011,1,19,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3
410,winter,2011,1,19,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7
411,winter,2011,1,19,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3
412,winter,2011,1,19,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2
413,winter,2011,1,19,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7
414,winter,2011,1,19,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32
415,winter,2011,1,19,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90
416,winter,2011,1,19,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197
417,winter,2011,1,19,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109
418,winter,2011,1,19,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47
419,winter,2011,1,19,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52
420,winter,2011,1,19,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70
421,winter,2011,1,19,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78
422,winter,2011,1,19,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75
423,winter,2011,1,19,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82
424,winter,2011,1,19,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104
425,winter,2011,1,19,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197
426,winter,2011,1,19,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161
427,winter,2011,1,19,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112
428,winter,2011,1,19,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
429,winter,2011,1,19,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59
430,winter,2011,1,19,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59
431,winter,2011,1,19,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
432,winter,2011,1,20,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13
433,winter,2011,1,20,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5
434,winter,2011,1,20,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2
435,winter,2011,1,20,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
436,winter,2011,1,20,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
437,winter,2011,1,20,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6
438,winter,2011,1,20,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35
439,winter,2011,1,20,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101
440,winter,2011,1,20,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249
441,winter,2011,1,20,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143
442,winter,2011,1,20,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57
443,winter,2011,1,20,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68
444,winter,2011,1,20,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84
445,winter,2011,1,20,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98
446,winter,2011,1,20,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81
447,winter,2011,1,20,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70
448,winter,2011,1,20,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91
449,winter,2011,1,20,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215
450,winter,2011,1,20,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185
451,winter,2011,1,20,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152
452,winter,2011,1,20,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126
453,winter,2011,1,20,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57
454,winter,2011,1,20,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56
455,winter,2011,1,20,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31
456,winter,2011,1,21,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21
457,winter,2011,1,21,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6
458,winter,2011,1,21,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2
459,winter,2011,1,21,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1
460,winter,2011,1,21,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1
461,winter,2011,1,21,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5
462,winter,2011,1,21,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27
463,winter,2011,1,21,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68
464,winter,2011,1,21,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217
465,winter,2011,1,21,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166
466,winter,2011,1,21,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
467,winter,2011,1,21,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59
468,winter,2011,1,21,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78
469,winter,2011,1,21,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73
470,winter,2011,1,21,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62
471,winter,2011,1,21,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65
472,winter,2011,1,21,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97
473,winter,2011,1,21,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161
474,winter,2011,1,21,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120
475,winter,2011,1,21,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96
476,winter,2011,1,21,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53
477,winter,2011,1,21,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41
478,winter,2011,1,21,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34
479,winter,2011,1,21,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27
480,winter,2011,1,22,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13
481,winter,2011,1,22,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12
482,winter,2011,1,22,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11
483,winter,2011,1,22,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7
484,winter,2011,1,22,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3
485,winter,2011,1,22,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2
486,winter,2011,1,22,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8
487,winter,2011,1,22,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27
488,winter,2011,1,22,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40
489,winter,2011,1,22,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53
490,winter,2011,1,22,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63
491,winter,2011,1,22,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70
492,winter,2011,1,22,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84
493,winter,2011,1,22,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75
494,winter,2011,1,22,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103
495,winter,2011,1,22,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83
496,winter,2011,1,22,17,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67
497,winter,2011,1,22,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54
498,winter,2011,1,22,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59
499,winter,2011,1,22,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45
500,winter,2011,1,22,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39
501,winter,2011,1,22,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30
502,winter,2011,1,22,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33
503,winter,2011,1,23,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22
504,winter,2011,1,23,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13
505,winter,2011,1,23,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18
506,winter,2011,1,23,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5
507,winter,2011,1,23,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3
508,winter,2011,1,23,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1
509,winter,2011,1,23,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2
510,winter,2011,1,23,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19
511,winter,2011,1,23,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28
512,winter,2011,1,23,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58
513,winter,2011,1,23,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99
514,winter,2011,1,23,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116
515,winter,2011,1,23,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87
516,winter,2011,1,23,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110
517,winter,2011,1,23,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77
518,winter,2011,1,23,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65
519,winter,2011,1,23,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55
520,winter,2011,1,23,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49
521,winter,2011,1,23,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50
522,winter,2011,1,23,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35
523,winter,2011,1,23,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25
524,winter,2011,1,23,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28
525,winter,2011,1,23,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21
526,winter,2011,1,24,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7
527,winter,2011,1,24,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1
528,winter,2011,1,24,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1
529,winter,2011,1,24,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1
530,winter,2011,1,24,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5
531,winter,2011,1,24,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15
532,winter,2011,1,24,7,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84
533,winter,2011,1,24,8,0,1,1,1,0.04,0.1364,0.49,0.0,6,171,177
534,winter,2011,1,24,9,0,1,1,1,0.06,0.1515,0.41,0.0,4,98,102
535,winter,2011,1,24,10,0,1,1,1,0.1,0.1364,0.42,0.0,6,34,40
536,winter,2011,1,24,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46
537,winter,2011,1,24,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63
538,winter,2011,1,24,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60
539,winter,2011,1,24,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45
540,winter,2011,1,24,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57
541,winter,2011,1,24,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70
542,winter,2011,1,24,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184
543,winter,2011,1,24,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153
544,winter,2011,1,24,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106
545,winter,2011,1,24,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81
546,winter,2011,1,24,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59
547,winter,2011,1,24,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35
548,winter,2011,1,24,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24
549,winter,2011,1,25,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9
550,winter,2011,1,25,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5
551,winter,2011,1,25,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2
552,winter,2011,1,25,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1
553,winter,2011,1,25,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9
554,winter,2011,1,25,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36
555,winter,2011,1,25,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108
556,winter,2011,1,25,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238
557,winter,2011,1,25,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144
558,winter,2011,1,25,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55
559,winter,2011,1,25,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61
560,winter,2011,1,25,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106
561,winter,2011,1,25,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93
562,winter,2011,1,25,14,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68
563,winter,2011,1,25,15,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84
564,winter,2011,1,25,16,0,2,1,2,0.32,0.3485,0.42,0.0,14,102,116
565,winter,2011,1,25,17,0,2,1,1,0.3,0.3333,0.45,0.0,14,208,222
566,winter,2011,1,25,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225
567,winter,2011,1,25,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146
568,winter,2011,1,25,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119
569,winter,2011,1,25,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45
570,winter,2011,1,25,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53
571,winter,2011,1,25,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40
572,winter,2011,1,26,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17
573,winter,2011,1,26,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5
574,winter,2011,1,26,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10
575,winter,2011,1,26,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1
576,winter,2011,1,26,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8
577,winter,2011,1,26,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30
578,winter,2011,1,26,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72
579,winter,2011,1,26,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58
580,winter,2011,1,26,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28
581,winter,2011,1,26,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41
582,winter,2011,1,26,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48
583,winter,2011,1,26,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47
584,winter,2011,1,26,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36
585,winter,2011,1,26,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43
586,winter,2011,1,26,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36
587,winter,2011,1,26,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26
588,winter,2011,1,27,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24
589,winter,2011,1,27,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84
590,winter,2011,1,27,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104
591,winter,2011,1,27,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79
592,winter,2011,1,27,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59
593,winter,2011,1,27,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38
594,winter,2011,1,27,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27
595,winter,2011,1,27,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16
596,winter,2011,1,28,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9
597,winter,2011,1,28,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3
598,winter,2011,1,28,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2
599,winter,2011,1,28,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1
600,winter,2011,1,28,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4
601,winter,2011,1,28,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16
602,winter,2011,1,28,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60
603,winter,2011,1,28,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157
604,winter,2011,1,28,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101
605,winter,2011,1,28,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49
606,winter,2011,1,28,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30
607,winter,2011,1,28,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29
608,winter,2011,1,28,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31
